"","latitude","longitude","reviewCount","checkins"
"7593",35.04659892,-80.99129194,6,21
"23326",33.623942,-111.925766,224,597
"20692",33.4266418,-111.9413008,49,249
"4432",35.214297,-80.8553013,4,11
"14187",35.17804,-80.854719,6,66
"6008",33.4167487,-111.5507474,9,15
"11341",33.451643,-112.097404,3,40
"15867",33.3799452,-111.7882587,20,90
"4867",45.5139265,-73.5722799,13,12
"15884",40.3809456,-80.0447335,47,90
"16263",36.1374016,-115.1615956,58,97
"12467",36.0883812,-115.1506875,18,49
"23433",33.427788,-111.943193,155,631
"8522",33.537393,-112.0464382,14,25
"2113",36.2124013,-115.302529,10,6
"12029",36.0671229,-115.0428251,5,45
"138",45.52523316,-73.62511198,5,3
"38",43.4517986,-80.4951934,7,3
"18515",33.79834747,-111.9786377,45,152
"19378",36.1275008,-115.1659163,28,184
"23104",33.5679191,-112.0663979,174,539
"21188",33.3816677,-111.5997206,34,284
"19190",36.072148,-115.093923,53,176
"1142",43.0834895,-89.321822,17,5
"10584",36.041827,-115.116606,6,36
"7425",35.979927,-115.100444,6,20
"21756",36.106012,-115.1503197,76,331
"22987",36.143368,-115.267485,146,514
"1175",45.5605431,-73.7413338,10,5
"17580",35.226033,-80.8454579,41,125
"21175",36.0014547,-115.1082415,67,282
"17031",33.378423,-111.787808,4,112
"20189",33.6653281,-112.2023941,45,219
"22756",33.3941262,-111.9394649,115,467
"9358",33.61184757,-112.1835815,14,29
"8785",33.6427912,-112.099794,6,26
"19096",36.12536953,-115.1738217,80,172
"6844",43.4419828,-80.56631829,6,18
"5939",45.475464,-73.58645,4,15
"144",33.301,-111.7456019,5,3
"23428",33.3790954,-111.7875865,67,629
"2289",45.4422189,-73.6506335,4,7
"15724",36.172925,-115.117384,6,87
"19173",40.4444316,-79.9956094,111,175
"23539",34.048668,-112.149244,263,668
"8962",33.5092093,-112.0594876,22,27
"23737",36.1960261,-115.2583377,30,753
"10224",33.450381,-112.117181,11,34
"2672",33.4658587,-111.9137396,5,7
"1586",35.22755599,-80.838361,6,5
"13779",33.6118683,-111.996439,6,61
"6951",33.6375674,-112.0981421,4,18
"20584",33.4777717,-111.9260315,26,242
"8723",45.4739583,-73.6100062,18,26
"4861",35.1733583,-80.8479426,5,12
"330",40.4566994,-80.0105349,7,3
"10740",36.1964168,-115.2325496,22,37
"20783",36.11580692,-115.298748,65,255
"11957",45.5421891,-73.5578035,7,45
"12602",33.30197879,-111.8416324,17,50
"21749",35.223606,-80.944204,102,331
"8868",40.4572935,-79.9252056,41,27
"5094",36.128561,-115.1711298,8,13
"24544",36.16462828,-115.289207,265,1719
"4614",36.1156338,-115.172557,3,11
"7611",55.95487088,-3.192719649,4,21
"19009",33.49469912,-112.0260935,20,169
"19002",36.11548217,-115.1865864,59,169
"7075",36.125587,-115.211199,52,19
"11623",35.256238,-80.7911396,16,42
"3068",33.68439,-112.103672,7,8
"22551",36.0719854,-115.0763744,77,429
"18417",33.4640188,-112.3884055,28,149
"18344",36.15936622,-115.1720087,73,147
"1275",36.2630128,-115.1805607,8,5
"20088",33.348162,-111.9819,22,215
"8150",55.94284467,-3.201490605,12,23
"15483",33.334514,-111.875665,9,83
"4465",43.089673,-89.526448,4,11
"13128",36.1434111,-115.2980803,36,55
"16869",32.878986,-111.688988,34,109
"21232",36.1154362,-115.2081784,167,287
"8024",35.1281898,-80.7022409,11,23
"14469",40.115461,-88.2086039,69,70
"13636",35.33313,-80.812935,10,60
"5950",33.797531,-111.976648,6,15
"18528",36.029702,-115.030039,7,152
"16459",35.3042746,-80.7487266,19,101
"22658",33.3339212,-111.9778633,111,451
"17289",33.449129,-112.308732,17,118
"9778",55.9505862,-3.1864562,6,31
"9068",33.378138,-111.722755,5,27
"5071",43.0468902,-89.3398562,10,13
"23182",33.43328713,-111.9017644,51,559
"15425",36.06772618,-115.1774319,23,82
"8823",40.44414304,-79.996748,6,26
"4162",36.1153566,-115.0680905,4,10
"10196",33.062377,-111.484163,6,33
"7369",33.4653351,-112.2773056,12,20
"9737",36.1910528,-115.3065246,7,31
"16340",33.4354634,-112.0069893,23,98
"11435",40.4404532,-80.0020133,19,41
"11732",36.238363,-115.231973,5,43
"18557",36.2750078,-115.1430782,19,153
"4135",45.5275121,-73.5795532,7,10
"14264",35.0789597,-80.8172578,28,67
"8434",55.9426152,-3.182485,26,25
"12828",36.063166,-115.044151,12,52
"19320",33.26065445,-111.8574219,8,181
"4361",45.4986942,-73.627189,6,11
"18296",33.611312,-112.119077,7,145
"22207",33.711091,-112.1122766,72,379
"19174",33.3120903,-111.841924,34,175
"14203",33.51048227,-111.9115363,6,66
"4630",40.4945477,-79.9347661,4,12
"4535",43.186079,-89.26254,5,11
"18676",33.6968147,-111.9160441,70,158
"19727",33.18048497,-111.5827936,54,198
"622",33.46562795,-112.0409429,11,4
"14850",35.085953,-80.887078,28,74
"4654",33.56906798,-111.8901574,30,12
"20064",55.9469512,-3.1867799,56,213
"206",49.0057518,8.3721617,8,3
"6097",33.5361,-112.35793,6,16
"3206",33.3852846,-111.964558,3,8
"3272",45.4678915,-73.6213624,3,8
"6083",40.43959024,-79.9992013,7,16
"7924",33.63713,-112.218148,27,22
"8885",36.1692249,-115.0611449,17,27
"6958",33.640581,-112.097743,7,18
"16880",33.4529852,-111.6883261,6,109
"21862",33.5524748,-112.0990906,90,342
"21430",36.0101596,-115.1353046,63,303
"21075",36.2914365,-115.2870159,115,276
"15347",33.6382332,-112.3927585,14,81
"16644",36.1144301,-115.1572338,7,104
"3907",35.1069699,-80.806871,10,10
"14918",35.199186,-80.841707,23,75
"10860",45.4694077,-73.8168428,6,37
"7571",45.5178456,-73.5569548,7,21
"20506",43.0727199,-89.384389,105,238
"23890",36.1588974,-115.3115031,340,826
"9865",35.0893987,-80.8666062,13,32
"1955",33.4083235,-111.7887354,5,6
"15464",45.5404762,-73.5988438,55,83
"24220",33.5837032,-111.8837393,464,1085
"1345",55.9453515,-3.1842332,6,5
"20211",33.438656,-112.341394,110,220
"1842",33.3892,-111.86058,3,6
"7730",43.0726496,-89.3807502,9,22
"4574",45.5333145,-73.5833454,17,11
"106",45.5204802,-73.5861932,4,3
"17603",36.089494,-115.138026,15,125
"20794",36.1183787,-115.1726202,317,256
"23631",36.0727236,-115.0711168,171,708
"14084",33.4493946,-112.0743318,32,65
"19216",35.17181313,-80.84899832,47,177
"8389",33.5515072,-112.2692747,5,24
"2009",45.5359589,-73.6141506,3,6
"915",55.9424626,-3.1826598,20,4
"5060",45.4927419,-73.6561103,14,13
"19501",40.4545627,-79.9460922,16,188
"9372",33.647457,-111.915815,11,29
"22170",36.292489,-115.180625,72,374
"22270",33.32272913,-111.7203033,117,387
"5742",55.9748425,-3.1707604,21,15
"20190",35.370628,-80.715955,17,219
"13095",36.14430822,-115.1456908,23,55
"19044",33.2612195,-111.8848787,61,171
"7381",33.44274371,-111.9991768,12,20
"7050",35.221572,-80.723541,8,19
"575",36.21678096,-115.212402,6,4
"5960",36.08107417,-115.1393557,7,15
"22134",36.1050296,-115.1724485,125,370
"10430",36.0220804,-115.1176266,10,35
"22387",35.1718223,-80.8071432,138,403
"3689",36.19386681,-115.3051824,3,9
"10697",33.42448739,-111.9348944,18,36
"24769",36.10131547,-115.1822024,561,3480
"13578",35.995289,-115.099882,17,59
"7290",33.4827511,-112.0734569,12,20
"19359",33.8308826,-111.9329429,73,183
"17333",33.3786447,-111.8912399,58,120
"22457",36.100967,-115.226376,21,415
"9595",43.0551586,-89.4961026,9,30
"10109",45.5245056,-73.5824538,9,33
"20030",33.4536005,-112.3411847,28,212
"16905",33.58154987,-112.1220526,23,110
"6538",36.24125671,-115.0537949,8,17
"10219",40.4966408,-80.057381,17,34
"264",33.419082,-111.828174,7,3
"22930",35.0560059,-80.8528369,90,503
"9665",55.9280445,-3.209073,3,30
"6274",35.1716684,-80.8492639,23,16
"1101",45.4742735,-73.585614,3,4
"2808",33.567452,-112.073536,12,8
"23619",36.0639141,-115.0235148,137,703
"18643",35.303872,-80.749548,47,157
"16649",40.4286799,-79.9773693,41,105
"9741",36.1177242,-115.1758364,7,31
"12481",36.1183787,-115.1726202,13,49
"24471",35.9980464,-115.2063989,43,1538
"197",33.578533,-112.152357,11,3
"11168",33.5234679,-111.9006752,6,39
"24705",36.06815239,-115.1759299,583,2620
"6122",36.2171639,-115.095275,10,16
"23056",36.09232,-115.175239,264,528
"4946",33.4510201,-112.0394702,3,12
"9285",36.1126764,-115.2426472,8,28
"3868",40.460212,-79.925355,15,10
"15900",33.439648,-112.026154,38,91
"15991",36.11376953,-115.17556,72,92
"504",45.4400391,-73.7349697,3,3
"6184",40.428592,-80.052487,11,16
"17025",33.31984239,-111.9756603,13,112
"10330",33.3783102,-111.9227954,10,34
"20301",33.32901364,-111.790612,100,225
"18682",33.3807004,-111.7534005,104,158
"1179",35.33702,-80.756294,14,5
"9307",43.083712,-89.3075439,10,29
"19015",36.099697,-115.064491,12,169
"20427",33.583264,-111.978471,14,231
"6405",33.5092104,-112.0462319,9,17
"22819",36.01249907,-115.1195256,175,480
"13098",33.60990161,-112.1506691,67,55
"22857",36.15939652,-115.3509203,38,487
"22798",36.005145,-115.111066,116,476
"14363",36.124423,-115.146372,21,68
"15102",35.124919,-80.707317,28,78
"11143",36.1181689,-115.172435,30,39
"3451",45.4328524,-73.6799974,7,9
"7863",43.074578,-89.391498,23,22
"3189",45.535904,-73.6142016,6,8
"3701",35.1722789,-80.6593214,6,9
"20957",36.0619682,-115.0409065,83,268
"16789",33.29952044,-111.7432573,25,107
"21539",33.54028594,-111.8694415,172,312
"12926",40.428889,-79.978088,40,53
"22755",35.2127399,-80.835919,209,466
"14536",36.114209,-115.198798,15,70
"17669",33.53494829,-112.2620002,24,127
"4502",40.395242,-80.022591,10,11
"11406",36.057182,-115.278528,12,41
"14064",45.4657348,-73.5668533,14,65
"24538",33.4949347,-112.0020575,114,1699
"7478",40.10693224,-88.22340637,56,21
"9193",40.441355,-79.994853,10,28
"15187",43.0571253,-89.5004346,63,79
"8181",36.0410492,-115.12081,6,23
"21130",35.23666382,-80.77453613,154,280
"6647",36.12683387,-115.2093741,5,17
"13276",33.5104258,-112.0284918,25,56
"7117",45.5352919,-73.6010695,13,19
"2114",45.5358758,-73.6027538,8,6
"17994",36.01636424,-114.9534801,17,136
"13761",35.09806355,-80.78259478,8,61
"8915",45.457757,-73.750976,5,27
"17278",33.5526592,-112.2583217,21,118
"12634",33.7983161,-112.1282089,7,50
"20578",36.12111739,-115.1746337,196,242
"6791",33.3931044,-111.9149789,41,18
"8151",36.10359818,-115.1371452,3,23
"4194",33.414617,-111.869168,3,11
"14924",36.2183821,-115.3161937,45,75
"79",45.5390229,-73.74465,4,3
"21212",35.22024012,-80.94288826,24,285
"4344",33.62313321,-112.3396548,7,11
"6849",33.058358,-112.0456421,11,18
"15967",43.0753164,-89.5174398,68,92
"190",33.6962917,-112.2550702,3,3
"6963",33.305681,-111.897553,4,18
"18685",36.095424,-115.175922,64,158
"8584",33.5222183,-112.0476437,10,25
"1983",45.5181865,-73.5927837,5,6
"9170",55.94522131,-3.191442742,13,28
"21170",33.7977861,-112.1208278,63,282
"3766",33.234575,-111.85942,5,10
"826",35.964779,-115.168524,25,4
"11254",33.5748485,-111.9036851,35,40
"22299",33.6629442,-112.0182329,89,391
"24454",33.5100544,-112.0146409,650,1506
"21727",33.7150071,-112.1129733,56,329
"3118",33.6379113,-112.1656261,11,8
"3224",45.5136998,-73.5604764,5,8
"18076",35.227415,-80.84523,96,139
"11934",32.880056,-111.742524,45,45
"6152",33.4861484,-112.0996515,3,16
"21783",36.0122673,-114.9638664,31,334
"17126",45.49607112,-73.5751605,38,115
"24027",36.121194,-115.314419,27,912
"17045",45.5190551,-73.587509,89,113
"24461",36.0957458,-115.2967171,117,1525
"1640",36.06748818,-115.0680481,5,5
"815",40.4434132,-79.9961509,6,4
"16129",36.167526,-115.138435,31,94
"17208",36.105289,-115.172149,34,116
"20298",33.447521,-112.063434,176,225
"1308",45.5244244,-73.600227,9,5
"6881",55.9526622,-3.1964517,7,18
"18610",36.0326258,-115.2087964,5,155
"12454",33.5743434,-112.1259291,27,49
"19814",33.4981478,-111.9281911,57,202
"32",40.4435037,-79.9415706,4,3
"13490",55.9539208,-3.1997094,7,58
"14211",36.13711223,-115.1633105,41,67
"20664",35.303872,-80.749548,131,247
"9765",33.0583408,-112.0443107,8,31
"7414",43.056055,-89.4954923,9,20
"2060",33.31081,-111.772012,11,6
"14116",36.1442303,-115.2660053,6,65
"20531",33.7110102,-112.1142778,40,239
"7670",40.3885545,-80.0500275,9,21
"1721",33.52501232,-112.1311753,3,5
"15039",33.3781238,-111.9642112,15,77
"8214",36.1588446,-115.1259765,4,24
"2132",33.5855766,-111.8344051,6,6
"5938",33.306359,-111.887397,15,15
"4722",35.251298,-81.025964,8,12
"14685",36.08481209,-115.151201,12,72
"9813",33.4077705,-111.9537169,16,31
"21616",33.538873,-111.865693,102,319
"16713",35.2244894,-80.8891254,73,106
"19703",36.1715995,-115.1415715,52,196
"994",33.6397913,-112.2245556,4,4
"13073",35.23078862,-80.83840629,49,55
"13825",33.5540954,-112.1001383,66,62
"13397",33.3190309,-111.8743502,15,57
"9105",33.3209036,-111.842059,11,28
"12364",36.1299776,-115.1033537,6,48
"7235",33.637775,-111.926212,7,20
"7612",55.9414398,-3.1836002,27,21
"7186",43.0409812,-89.3941188,22,19
"19922",36.1013118,-115.2983219,57,207
"10054",35.08867498,-80.8656051,34,33
"9082",40.4403803,-79.9867953,10,28
"559",40.3525478,-80.0520236,6,4
"22132",33.6396362,-112.0562401,26,369
"19543",40.4653036,-79.9559332,177,190
"2610",33.3050269,-111.998627,4,7
"23359",33.67681,-111.966607,141,605
"11456",40.4578533,-79.9474966,12,41
"2110",33.4234099,-111.769873,11,6
"4591",55.9519615,-3.189944,6,11
"13438",33.451328,-112.3411984,20,58
"7771",36.18,-115.14,53,22
"5580",35.0821998,-80.8772249,4,14
"22979",33.30994381,-111.7463793,82,513
"6677",36.1265084,-115.2182851,6,17
"21725",35.1050753,-80.9898154,114,329
"8258",45.515023,-73.5637054,15,24
"765",33.4234099,-111.769873,6,4
"14948",35.2238222,-80.8480002,17,75
"18153",36.144144,-115.2972953,35,141
"16834",36.0977777,-115.2975745,45,108
"20235",33.4213508,-111.9247139,127,222
"14068",35.295757,-80.741677,19,65
"15201",33.29063715,-111.8406575,57,79
"21068",36.14573408,-115.3352314,33,275
"18045",36.2384588,-115.2246267,23,138
"18474",36.071196,-115.207463,52,151
"1441",45.5013662,-73.5592059,8,5
"17068",35.1530585,-80.8271042,14,113
"19913",33.627221,-112.236959,67,207
"16410",40.110085,-88.229304,79,100
"2544",36.2386849,-115.2098027,5,7
"6565",33.43569278,-112.0137954,5,17
"18897",36.1591288,-115.3222524,8,164
"9672",33.3781498,-111.7480902,24,31
"4774",40.46010505,-79.92423268,12,12
"11187",35.075342,-80.9337754,3,39
"6096",33.517631,-112.168184,6,16
"17298",33.3756982,-111.9197979,78,119
"14396",36.1314967,-115.1645622,51,69
"6112",36.1125192,-115.2426053,5,16
"24020",35.9935897,-115.101207,200,910
"16419",33.9662303,-112.7428224,68,100
"18716",40.4512206,-79.9346006,136,159
"7452",33.492985,-112.286067,28,20
"15540",36.15885597,-115.236683,64,84
"7916",33.26267107,-111.757354,9,22
"422",45.466147,-73.566846,8,3
"7744",32.8773814,-111.7536705,27,22
"13777",35.232829,-80.848563,20,61
"20055",33.37975656,-111.7409603,57,213
"3154",45.4529067,-73.5724513,4,8
"22479",40.45712662,-79.92961121,180,419
"24276",33.54278704,-111.9251438,500,1156
"7170",48.9981222,8.4656999,29,19
"6354",45.4745739,-73.623751,6,16
"21461",33.317959,-111.975646,91,305
"852",36.24181527,-115.0533289,6,4
"666",33.4943527,-112.2348367,3,4
"7666",55.9582674,-3.2089955,16,21
"18611",36.0553727,-115.0835298,17,155
"13421",45.4979637,-73.5581009,75,58
"12474",33.5963427,-112.1666602,34,49
"18243",55.97409816,-3.172552606,24,144
"22455",36.14466602,-115.272706,82,415
"3025",45.5012247,-73.5593623,16,8
"23885",33.4517119,-111.9166747,172,823
"4215",40.3527436,-80.051873,17,11
"8607",45.5030293,-73.560495,8,25
"23216",33.62343745,-111.9246233,164,566
"18079",35.227396,-80.842257,15,139
"21506",35.2124,-80.817112,123,309
"9308",33.5837556,-111.977774,10,29
"3577",36.175,-115.136389,11,9
"8188",33.4516899,-111.7035429,4,23
"3509",55.949436,-3.211985,9,9
"11905",33.425077,-111.98091,13,45
"7892",33.4527955,-112.0693177,4,22
"22135",33.3024257,-111.8422554,154,370
"884",40.08678485,-88.24795224,5,4
"24162",33.35495508,-111.7897299,396,1019
"1183",45.4917649,-73.6314435,15,5
"20229",36.168008,-115.139594,44,221
"12707",36.17932379,-115.2419672,30,51
"10000",40.4887162,-79.883087,12,32
"23801",33.5089644,-112.0341955,232,786
"9743",33.5733051,-111.8629763,11,31
"11251",43.102942,-89.345949,44,40
"13531",33.415073,-111.726788,57,59
"15244",36.0587117,-115.2790536,5,79
"9966",40.4393844,-79.8973728,9,32
"9963",36.2576752,-115.2304131,14,32
"16603",33.417567,-111.839593,55,104
"16259",33.4250401,-112.3565386,77,97
"17696",33.2747543,-111.859773,95,128
"13467",36.1111032,-115.0641991,29,58
"1897",45.46483749,-73.56781878,11,6
"15389",33.6693022,-112.1871554,41,82
"21553",36.1427564,-115.1578748,127,313
"1944",43.1461358,-89.291824,4,6
"13325",33.64087,-111.97508,13,57
"6891",36.150372,-115.153558,5,18
"16105",45.5202548,-73.596774,43,94
"18007",33.5612361,-112.0737398,60,137
"552",43.0252581,-89.413935,4,4
"17179",33.3935354,-111.6957183,23,116
"5261",33.612363,-112.184263,7,13
"10297",33.364188,-111.927609,14,34
"1894",33.227233,-111.873128,3,6
"392",36.21544,-115.212141,3,3
"16002",33.5753305,-111.8868504,24,92
"729",55.94662689,-3.216428545,11,4
"6030",33.4660061,-111.893476,4,15
"6181",45.5298147,-73.6365845,4,16
"8142",33.43719,-112.134962,3,23
"11499",40.3866577,-80.0944774,5,41
"18381",35.05401,-80.84698,67,148
"22548",33.3938594,-111.6893014,74,429
"13492",33.3781775,-112.0220629,26,58
"19062",33.66167049,-112.187,76,171
"13563",35.2724109,-80.8898552,7,59
"7131",36.1209539,-115.1721151,10,19
"11311",36.1680995,-115.1922304,23,40
"13802",43.250255,-89.3725685,18,61
"17890",35.13811,-80.717679,30,133
"22402",33.4833678,-111.9351219,92,407
"18632",36.1024167,-115.1694283,43,156
"8176",33.4656252,-112.1857485,3,23
"23007",33.4341095,-111.9018674,54,518
"16601",40.43430854,-80.00625055,34,104
"7713",40.4523561,-79.9839206,13,21
"4648",45.5165708,-73.5785214,23,12
"3102",33.5911573,-111.7868921,8,8
"9971",36.1962,-115.121018,4,32
"5488",45.4976876,-73.5743131,7,14
"7421",36.13079671,-115.1166702,7,20
"7993",43.0550101,-89.3972867,22,23
"18646",33.2851403,-111.6855127,44,157
"22084",35.9829421,-115.1903878,39,364
"18010",40.4406597,-79.9940035,35,137
"7275",35.38877008,-80.66162109,14,20
"1712",43.0985657,-89.5244317,3,5
"22637",33.424014,-111.938422,127,448
"23294",35.156338,-80.831878,219,589
"16733",35.3346189,-80.8122158,45,106
"23599",33.3020931,-111.8426128,183,694
"2590",45.4798213,-73.5774698,6,7
"12259",36.1142769,-115.1709748,46,47
"22228",33.4997252,-111.9197955,51,382
"20338",36.11745357,-115.1714007,70,227
"15369",33.5771223,-111.8862674,19,82
"5615",42.9946445,-89.52378953,3,14
"10355",33.3779078,-111.9504896,8,34
"19952",33.422756,-111.925685,24,208
"1479",36.26688083,-115.1165479,3,5
"18846",36.15937617,-115.3506779,58,163
"22001",40.4282787,-79.9657311,68,357
"4405",33.6370673,-112.3355452,3,11
"24451",33.363016,-111.841114,269,1503
"13455",36.11274,-115.21134,19,58
"19031",36.041101,-115.12046,58,170
"8616",33.4659743,-112.0373885,6,25
"9204",33.25308711,-111.5280199,11,28
"17518",33.6106497,-112.3365238,21,123
"4014",36.021088,-115.131645,3,10
"24249",36.13189669,-115.1624212,548,1122
"8516",40.4411853,-80.0026939,21,25
"15567",36.1447295,-115.2041571,10,85
"15811",36.103295,-115.1676,40,89
"5041",33.3511761,-111.7555606,19,13
"2312",33.422274,-111.925947,14,7
"16522",35.0795168,-80.8289808,53,102
"1758",55.9498615,-3.1873126,17,6
"16620",33.508441,-112.341953,34,104
"1191",45.5167372,-73.5577368,6,5
"11080",33.5639552,-112.2891712,29,39
"13177",33.8000093,-112.1279076,52,55
"17332",43.0749931,-89.3811037,33,120
"9029",35.1784683,-80.8756182,11,27
"22821",33.4927225,-112.3801063,99,481
"6908",36.124423,-115.146372,12,18
"20280",36.1264829,-115.1923641,37,224
"4019",33.393419,-111.701411,9,10
"1636",36.188507,-115.206612,6,5
"12611",33.364291,-111.9124,7,50
"6461",36.12523332,-115.1790262,14,17
"6824",40.4593983,-79.9450741,10,18
"13536",35.1752118,-80.8495714,31,59
"23653",36.2186717,-115.3246267,33,716
"17666",33.4974247,-111.9262954,54,127
"14118",33.510485,-112.203945,13,65
"5841",45.4977654,-73.5785313,8,15
"18295",36.240422,-115.2341842,25,145
"23882",35.2286689,-80.84241,273,823
"10317",35.219378,-80.945041,8,34
"19416",40.482691,-79.95116,192,186
"16602",33.2210188,-111.5832386,38,104
"14093",36.14271809,-115.0661981,31,65
"14429",36.08363249,-115.0336102,13,69
"16395",33.539242,-111.924382,70,99
"10695",33.378152,-112.166838,7,36
"19869",33.62190471,-111.8975352,62,205
"24465",36.10982351,-115.1714324,402,1529
"7836",33.509984,-112.083543,15,22
"24326",36.1448586,-115.1805678,214,1226
"24725",33.5094461,-112.0403946,750,2789
"3732",45.52103955,-73.57677688,6,9
"22206",33.4235479,-111.936853,121,379
"12698",33.3652385,-111.8585968,28,51
"14862",40.43630704,-79.95795382,9,74
"83",33.4801098,-111.9951255,3,3
"15203",35.156307,-80.823686,43,79
"9556",36.2402412,-115.0647517,13,30
"7619",40.4373237,-79.9966299,9,21
"3636",35.06862,-80.842617,5,9
"6586",36.0697915,-115.0823129,11,17
"11540",33.494876,-112.028973,10,42
"14797",40.44115,-79.958029,24,73
"12280",35.0822,-80.8772242,4,47
"6220",45.5252555,-73.5748663,12,16
"2666",36.1004362,-115.062908,4,7
"9849",43.1416538,-89.2854101,21,32
"9443",43.0940385,-89.3443949,36,29
"574",45.548208,-73.6070106,5,4
"21851",36.0909158,-115.1737761,236,341
"20057",43.0805026,-89.3685664,178,213
"10337",33.381293,-111.840736,4,34
"50",33.3639455,-111.8614077,12,3
"20498",36.08048715,-115.146724,15,237
"16213",33.45481146,-111.8846893,20,96
"5143",33.44717325,-112.0739784,4,13
"14698",45.4942636,-73.5787817,78,72
"23389",36.201845,-115.282141,148,617
"22717",33.406669,-112.02249,182,459
"4887",33.5847015,-111.9257372,45,12
"7014",35.2310245,-80.8381266,6,19
"2297",40.38229,-80.095557,14,7
"7880",36.1470835,-115.2982993,4,22
"18698",35.3023848,-80.7486532,18,158
"16683",33.4215309,-111.9475757,52,105
"4783",33.3028522,-111.8422556,21,12
"356",33.630253,-111.94497,14,3
"21059",36.2476774,-115.2398152,62,275
"12927",33.3788849,-111.7843587,14,53
"9563",45.4958815,-73.5792117,15,30
"16536",35.0854349,-80.847571,39,102
"14076",33.653076,-112.2532885,38,65
"5175",33.43591807,-112.0135868,5,13
"7795",33.4153566,-111.8314726,24,22
"13378",36.10969506,-115.1726989,78,57
"5173",55.9486414,-3.1941658,41,13
"5540",35.163718,-80.876723,11,14
"17410",36.169116,-115.139599,36,121
"1601",36.19518,-115.2573615,6,5
"15292",36.23747671,-115.2312954,6,80
"15326",45.5007721,-73.5589726,38,81
"24025",33.303695,-111.757137,55,911
"12252",55.9603805,-3.1825136,12,47
"4106",33.3351559,-111.9631173,3,10
"6649",36.175,-115.136389,14,17
"1146",43.0275937,-89.4120136,8,5
"18048",33.4148944,-111.7543689,4,138
"3365",33.306349,-111.891192,5,9
"1230",43.106913,-89.498128,7,5
"15402",36.124423,-115.146372,30,82
"10778",45.5128963,-73.5586119,11,37
"23013",33.4654508,-112.0829863,99,520
"15968",36.1446996,-115.1551759,78,92
"9261",33.30937541,-111.770982,19,28
"21126",36.217168,-115.241215,16,279
"18590",40.4329102,-79.9231828,138,155
"13075",33.478805,-111.926652,14,55
"14418",33.3771903,-111.9520135,32,69
"5990",33.33417544,-111.9128343,4,15
"19943",33.6383868,-112.406686,52,208
"12153",35.254065,-81.0419019,3,46
"7065",45.48277,-73.5754852,19,19
"20274",33.4213508,-111.9247139,21,223
"24217",36.11226905,-115.1763005,554,1081
"20023",33.4803038,-112.0328792,8,211
"13597",33.310331,-111.7427435,8,59
"24178",33.6758628,-111.9788382,238,1034
"9470",55.9459892,-3.2014409,3,29
"8559",45.5081272,-73.559954,10,25
"7212",55.9476247,-3.1858878,9,19
"15178",36.11426877,-114.9222815,52,79
"18708",36.1025618,-115.169277,38,158
"18011",33.263328,-111.85808,10,137
"6285",55.9400926,-3.2190234,11,16
"4554",35.3431318,-80.7687321,3,11
"11362",40.3693447,-80.0330797,4,40
"9020",55.93406579,-3.210801535,8,27
"13366",36.1457682,-115.1366586,20,57
"8039",33.4941704,-111.9260519,6,23
"21743",36.0554519,-115.2519887,95,331
"22130",43.0711419,-89.4523269,109,369
"18904",33.3791486,-111.805341,46,165
"13021",33.3038469,-111.9468378,26,54
"15624",33.4499524,-112.0740511,57,86
"18546",33.7129792,-112.2761916,39,153
"24273",33.379584,-111.9297888,111,1153
"22659",33.7005674,-111.9235906,253,451
"23195",33.30192107,-111.8970361,83,562
"22380",36.03606602,-115.0997307,70,402
"23853",33.3197625,-111.9780071,162,807
"19671",35.1560908,-80.8238789,77,195
"16635",33.2627025,-111.7167354,58,104
"6604",36.1426225,-115.1372058,5,17
"8685",33.384081,-111.684228,9,26
"20258",35.9990959,-115.206914,6,222
"13029",33.5675175,-112.1704906,29,54
"8553",36.1107749,-115.1721858,6,25
"10713",36.071207,-115.242955,24,36
"22550",33.2497755,-111.6344767,120,429
"9810",36.1041893,-115.1732166,4,31
"22456",33.276004,-111.8587582,26,415
"16604",43.096159,-89.511939,57,104
"12139",35.187442,-80.881973,6,46
"2671",42.974804,-89.475016,10,7
"20631",33.6194863,-111.8983914,89,245
"1000",45.52227171,-73.57436195,9,4
"15645",36.01813065,-115.1180544,53,86
"24772",36.1130255,-115.1634847,1229,3597
"3138",45.5592746,-73.597981,5,8
"20988",33.67831844,-112.0305061,106,270
"18015",33.637239,-112.275823,5,137
"18626",36.1994452,-115.242678,47,156
"18489",33.4538669,-112.0733662,35,151
"19219",33.2479336,-111.5625917,12,177
"21879",36.1314967,-115.1645622,136,344
"7801",36.2716275,-115.2646358,4,22
"19627",33.464934,-112.356661,30,193
"10813",43.0374615,-89.4522307,31,37
"5736",35.08302,-80.728738,6,14
"19277",36.0687772,-115.1726641,16,179
"731",43.247959,-89.339923,4,4
"12632",33.6566464,-112.376208,5,50
"3446",33.36017897,-111.7900749,13,9
"20536",36.03615569,-115.2431381,62,239
"17736",36.157897,-115.153959,50,129
"17094",36.12000047,-115.1378561,15,114
"9095",35.084106,-80.878954,6,28
"19450",33.63681872,-111.9210581,56,187
"13009",45.4970579,-73.577082,29,54
"19244",33.3049068,-111.7560715,72,178
"20541",33.5743792,-111.7193602,12,239
"9210",40.469244,-79.962146,4,28
"23876",33.624639,-111.930337,196,821
"20403",33.4354634,-112.0069893,96,230
"2327",40.4514177,-79.9340951,22,7
"4987",33.4187334,-111.8314904,4,12
"6929",33.4330408,-112.3585154,6,18
"4509",45.5355353,-73.5721156,8,11
